feature_id,module,section,feature_name,reg_match,reg_name,confidence,status
VEN-ANA-001,Vendor,ANA,Top Products,MRC-001,Merchant Sign In,unmapped
VEN-ANA-002,Vendor,ANA,Peak Hours,MRC-002,Sign Up,unmapped
VEN-ANA-003,Vendor,ANA,Customer Trends,MRC-003,Business Information,unmapped
VEN-ANA-004,Vendor,ANA,Revenue Analytics,MRC-004,Business Verification,unmapped
VEN-ANA-005,Vendor,ANA,Order Analytics,MRC-005,Document Submission,unmapped
VEN-ANA-006,Vendor,ANA,Promotion Analytics,MRC-006,Location Setup,unmapped
VEN-CUS-001,Vendor,CUS,Customer Directory,MRC-001,Merchant Sign In,unmapped
VEN-CUS-002,Vendor,CUS,Customer Profiles,MRC-002,Sign Up,unmapped
VEN-CUS-003,Vendor,CUS,Repeat Customers,MRC-003,Business Information,unmapped
VEN-CUS-004,Vendor,CUS,Customer Segmentation,MRC-004,Business Verification,unmapped
VEN-CUS-005,Vendor,CUS,Customer Notes,MRC-005,Document Submission,unmapped
VEN-REV-001,Vendor,REV,View Reviews,MRC-001,Merchant Sign In,unmapped
VEN-REV-002,Vendor,REV,Respond to Reviews,MRC-002,Sign Up,unmapped
VEN-REV-003,Vendor,REV,Rating Breakdown,MRC-003,Business Information,unmapped
VEN-REV-004,Vendor,REV,Report Abusive Reviews,MRC-004,Business Verification,unmapped
VEN-REV-005,Vendor,REV,Review Analytics,MRC-005,Document Submission,unmapped
VEN-FIN-001,Vendor,FIN,Revenue Overview,MRC-001,Merchant Sign In,unmapped
VEN-FIN-002,Vendor,FIN,Sales Breakdown,MRC-002,Sign Up,unmapped
VEN-FIN-003,Vendor,FIN,Commission Monitoring,MRC-003,Business Information,unmapped
VEN-FIN-004,Vendor,FIN,Tax Summary,MRC-004,Business Verification,unmapped
VEN-FIN-005,Vendor,FIN,Financial Reports,MRC-005,Document Submission,unmapped
VEN-FIN-006,Vendor,FIN,Transaction History,MRC-006,Location Setup,unmapped
VEN-PAY-001,Vendor,PAY,Pending Payouts,MRC-001,Merchant Sign In,unmapped
VEN-PAY-002,Vendor,PAY,Payout History,MRC-002,Sign Up,unmapped
VEN-PAY-003,Vendor,PAY,Payout Schedule,MRC-003,Business Information,unmapped
VEN-PAY-004,Vendor,PAY,Bank Details,MRC-004,Business Verification,unmapped
VEN-PAY-005,Vendor,PAY,Payout Statements,MRC-005,Document Submission,unmapped
VEN-PAY-006,Vendor,PAY,Payment Disputes,MRC-006,Location Setup,unmapped
VEN-STF-001,Vendor,STF,Employee Directory,MRC-001,Merchant Sign In,unmapped
VEN-STF-002,Vendor,STF,Invite Employee,MRC-002,Sign Up,unmapped
VEN-STF-003,Vendor,STF,Role Assignment,MRC-003,Business Information,unmapped
VEN-STF-004,Vendor,STF,Permission Management,MRC-004,Business Verification,unmapped
VEN-STF-005,Vendor,STF,Deactivate Employee,MRC-005,Document Submission,unmapped
VEN-STF-006,Vendor,STF,Employee Activity,MRC-006,Location Setup,unmapped
VEN-DOC-001,Vendor,DOC,Business Registration,MRC-001,Merchant Sign In,unmapped
VEN-DOC-002,Vendor,DOC,KRA PIN,MRC-002,Sign Up,unmapped
VEN-DOC-003,Vendor,DOC,Licences,MRC-003,Business Information,unmapped
VEN-DOC-004,Vendor,DOC,Bank Details,MRC-004,Business Verification,unmapped
VEN-DOC-005,Vendor,DOC,Document Expiry Tracking,MRC-005,Document Submission,review
VEN-DOC-006,Vendor,DOC,Document History,MRC-006,Location Setup,unmapped
VEN-NOT-001,Vendor,NOT,New Order Alert,MRC-001,Merchant Sign In,unmapped
VEN-NOT-002,Vendor,NOT,Rider Arrived Alert,MRC-002,Sign Up,unmapped
VEN-NOT-003,Vendor,NOT,Payment Received,MRC-003,Business Information,unmapped
VEN-NOT-004,Vendor,NOT,Customer Review,MRC-004,Business Verification,unmapped
VEN-NOT-005,Vendor,NOT,Inventory Alert,MRC-005,Document Submission,unmapped
VEN-NOT-006,Vendor,NOT,Compliance Reminder,MRC-006,Location Setup,unmapped
VEN-NOT-007,Vendor,NOT,Notification Preferences,MRC-007,Payment Setup,unmapped
VEN-SET-001,Vendor,SET,Business Profile,MRC-001,Merchant Sign In,unmapped
VEN-SET-002,Vendor,SET,Operating Hours,MRC-002,Sign Up,unmapped
VEN-SET-003,Vendor,SET,Delivery Settings,MRC-003,Business Information,unmapped
VEN-SET-004,Vendor,SET,Pickup Settings,MRC-004,Business Verification,unmapped
VEN-SET-005,Vendor,SET,Tax Configuration,MRC-005,Document Submission,unmapped
VEN-SET-006,Vendor,SET,Payment Preferences,MRC-006,Location Setup,unmapped
VEN-SET-007,Vendor,SET,Notification Preferences,MRC-007,Payment Setup,unmapped
VEN-SET-008,Vendor,SET,Security Settings,MRC-008,Catalog Setup,unmapped
RID-DASH-001,Rider,DASH,Availability Status,RDR-001,Rider Entry,unmapped
RID-DASH-002,Rider,DASH,Assigned Jobs,RDR-002,Sign In,unmapped
RID-DASH-003,Rider,DASH,Earnings Today,RDR-003,Sign Up,unmapped
RID-DASH-004,Rider,DASH,Completed Deliveries,RDR-004,Verification,unmapped
RID-DASH-005,Rider,DASH,Performance Summary,RDR-005,Document Submission,unmapped
RID-DASH-006,Rider,DASH,Active Delivery Panel,RDR-006,Vehicle Setup,unmapped
RID-DASH-007,Rider,DASH,Incentives & Bonuses,RDR-007,Onboarding Status,unmapped
RID-DASH-008,Rider,DASH,Recent Notifications,RDR-008,Rider Workspace,unmapped
RID-DASH-009,Rider,DASH,Quick Actions,RDR-009,Online/Offline Control,unmapped
RID-JOB-001,Rider,JOB,Available Jobs,RDR-001,Rider Entry,unmapped
RID-JOB-002,Rider,JOB,Accept Job,RDR-002,Sign In,unmapped
RID-JOB-003,Rider,JOB,Decline Job,RDR-003,Sign Up,unmapped
RID-JOB-004,Rider,JOB,Assigned Jobs,RDR-004,Verification,unmapped
RID-JOB-005,Rider,JOB,Job Queue,RDR-011,Job Queue,unmapped
RID-JOB-006,Rider,JOB,Scheduled Jobs,RDR-006,Vehicle Setup,unmapped
RID-JOB-007,Rider,JOB,Priority Jobs,RDR-007,Onboarding Status,unmapped
RID-JOB-008,Rider,JOB,Job Details,RDR-008,Rider Workspace,unmapped
RID-JOB-009,Rider,JOB,Job Search,RDR-009,Online/Offline Control,unmapped
RID-JOB-010,Rider,JOB,Job Filters,RDR-010,Availability,unmapped
RID-DEL-001,Rider,DEL,Active Deliveries,RDR-001,Rider Entry,unmapped
RID-DEL-002,Rider,DEL,Customer Information,RDR-002,Sign In,unmapped
RID-DEL-003,Rider,DEL,Vendor Information,RDR-003,Sign Up,unmapped
RID-DEL-004,Rider,DEL,Order Information,RDR-004,Verification,unmapped
RID-DEL-005,Rider,DEL,Delivery Status Flow,RDR-005,Document Submission,unmapped
RID-DEL-006,Rider,DEL,Arrived at Vendor,RDR-006,Vehicle Setup,unmapped
RID-DEL-007,Rider,DEL,Order Picked Up,RDR-007,Onboarding Status,unmapped
RID-DEL-008,Rider,DEL,On the Way,RDR-008,Rider Workspace,unmapped
RID-DEL-009,Rider,DEL,Delivered,RDR-009,Online/Offline Control,unmapped
RID-DEL-010,Rider,DEL,Delivery History,RDR-010,Availability,unmapped
RID-DEL-011,Rider,DEL,Failed Delivery,RDR-011,Job Queue,unmapped
RID-DEL-012,Rider,DEL,Cancelled Delivery,RDR-012,Job Offer,unmapped
RID-EARN-001,Rider,EARN,Earnings Today,RDR-001,Rider Entry,unmapped
RID-EARN-002,Rider,EARN,Earnings This Week,RDR-002,Sign In,unmapped
RID-EARN-003,Rider,EARN,Earnings This Month,RDR-003,Sign Up,unmapped
RID-EARN-004,Rider,EARN,Delivery Earnings,RDR-004,Verification,unmapped
RID-EARN-005,Rider,EARN,Bonuses,RDR-005,Document Submission,unmapped
RID-EARN-006,Rider,EARN,Tips,RDR-006,Vehicle Setup,unmapped
RID-EARN-007,Rider,EARN,Total Payable,RDR-007,Onboarding Status,unmapped
RID-EARN-008,Rider,EARN,Transaction Breakdown,RDR-008,Rider Workspace,unmapped
RID-EARN-009,Rider,EARN,Statement Downloads,RDR-009,Online/Offline Control,unmapped
RID-STR-001,Rider,STR,Delivery Streaks,RDR-001,Rider Entry,unmapped
RID-STR-002,Rider,STR,Daily Challenges,RDR-002,Sign In,unmapped
RID-STR-003,Rider,STR,Weekly Challenges,RDR-003,Sign Up,unmapped
RID-STR-004,Rider,STR,Milestone Achievements,RDR-004,Verification,unmapped
RID-STR-005,Rider,STR,Performance Bonuses,RDR-005,Document Submission,unmapped
RID-STR-006,Rider,STR,Reward History,RDR-006,Vehicle Setup,unmapped
RID-STR-007,Rider,STR,Achievement Badges,RDR-007,Onboarding Status,unmapped
RID-PERF-001,Rider,PERF,Acceptance Rate,RDR-001,Rider Entry,unmapped
RID-PERF-002,Rider,PERF,Delivery Speed,RDR-002,Sign In,unmapped
RID-PERF-003,Rider,PERF,Customer Rating,RDR-003,Sign Up,unmapped
RID-PERF-004,Rider,PERF,On-Time Rate,RDR-004,Verification,unmapped
RID-PERF-005,Rider,PERF,Completed Deliveries,RDR-005,Document Submission,unmapped
RID-PERF-006,Rider,PERF,Overall Performance Score,RDR-006,Vehicle Setup,unmapped
RID-PERF-007,Rider,PERF,Performance Trends,RDR-007,Onboarding Status,unmapped
RID-NAV-001,Rider,NAV,Merchant Navigation,RDR-001,Rider Entry,unmapped
RID-NAV-002,Rider,NAV,Guest Navigation,RDR-002,Sign In,unmapped
RID-NAV-003,Rider,NAV,Google Maps Router,RDR-003,Sign Up,unmapped
RID-NAV-004,Rider,NAV,Waze Router,RDR-004,Verification,unmapped
RID-NAV-005,Rider,NAV,One-Click Route Engine,RDR-005,Document Submission,unmapped
RID-NAV-006,Rider,NAV,Estimated Arrival Time,RDR-006,Vehicle Setup,unmapped
RID-NAV-007,Rider,NAV,Distance Tracking,RDR-007,Onboarding Status,unmapped
RID-NAV-008,Rider,NAV,Location Updates,RDR-008,Rider Workspace,unmapped
RID-QR-001,Rider,QR,Pickup QR Scanning,RDR-001,Rider Entry,unmapped
RID-QR-002,Rider,QR,Delivery QR Scanning,RDR-002,Sign In,unmapped
RID-QR-003,Rider,QR,OTP Code Fallback,RDR-003,Sign Up,unmapped
RID-QR-004,Rider,QR,Photo Proof Capture,RDR-004,Verification,unmapped
RID-QR-005,Rider,QR,QR Validation History,RDR-005,Document Submission,unmapped
RID-QR-006,Rider,QR,Invalid QR Handling,RDR-006,Vehicle Setup,unmapped
RID-DOC-001,Rider,DOC,Driving Licence,RDR-001,Rider Entry,unmapped
RID-DOC-002,Rider,DOC,National ID,RDR-002,Sign In,unmapped
RID-DOC-003,Rider,DOC,Insurance Policies,RDR-003,Sign Up,unmapped
RID-DOC-004,Rider,DOC,Good Conduct Certificate,RDR-004,Verification,unmapped
RID-DOC-005,Rider,DOC,Document Expiry Tracking,RDR-005,Document Submission,review
RID-DOC-006,Rider,DOC,Document Approval Status,RDR-006,Vehicle Setup,unmapped
RID-INC-001,Rider,INC,Report Incident,RDR-001,Rider Entry,unmapped
RID-INC-002,Rider,INC,Customer Unavailable,RDR-002,Sign In,unmapped
RID-INC-003,Rider,INC,Wrong Address,RDR-003,Sign Up,unmapped
RID-INC-004,Rider,INC,Vehicle Breakdown,RDR-004,Verification,unmapped
RID-INC-005,Rider,INC,Security Issue,RDR-005,Document Submission,unmapped
RID-INC-006,Rider,INC,Road Accident,RDR-006,Vehicle Setup,unmapped
RID-INC-007,Rider,INC,Incident History,RDR-007,Onboarding Status,unmapped
RID-INC-008,Rider,INC,Incident Status,RDR-008,Rider Workspace,unmapped
RID-NOT-001,Rider,NOT,New Assignment,RDR-001,Rider Entry,unmapped
RID-NOT-002,Rider,NOT,Vendor Ready,RDR-002,Sign In,unmapped
RID-NOT-003,Rider,NOT,Customer Message,RDR-003,Sign Up,unmapped
RID-NOT-004,Rider,NOT,Payment Update,RDR-004,Verification,unmapped
RID-NOT-005,Rider,NOT,Emergency Alert,RDR-005,Document Submission,unmapped
RID-NOT-006,Rider,NOT,Compliance Reminder,RDR-006,Vehicle Setup,unmapped
RID-NOT-007,Rider,NOT,Notification Preferences,RDR-007,Onboarding Status,unmapped
RID-PRO-001,Rider,PRO,Personal Information,RDR-001,Rider Entry,unmapped
RID-PRO-002,Rider,PRO,Rider ID,RDR-002,Sign In,match
RID-PRO-003,Rider,PRO,Motorcycle Registration,RDR-003,Sign Up,unmapped
RID-PRO-004,Rider,PRO,Phone Number,RDR-004,Verification,unmapped
RID-PRO-005,Rider,PRO,Employment Status,RDR-005,Document Submission,unmapped
RID-PRO-006,Rider,PRO,Emergency Contacts,RDR-006,Vehicle Setup,unmapped
RID-PRO-007,Rider,PRO,Payment Method,RDR-007,Onboarding Status,unmapped
RID-PRO-008,Rider,PRO,Security Settings,RDR-008,Rider Workspace,unmapped
RID-PRO-009,Rider,PRO,Activity History,RDR-009,Online/Offline Control,unmapped
HST-DASH-001,Host,DASH,Property Occupancy,HST-001,Host Entry,review
HST-DASH-002,Host,DASH,Active Guests,HST-002,Sign In,review
HST-DASH-003,Host,DASH,Revenue Summary,HST-003,Organization Setup,review
HST-DASH-004,Host,DASH,Commission Summary,HST-004,Host Workspace,review
HST-DASH-005,Host,DASH,Active Orders,HST-005,Properties,review
HST-DASH-006,Host,DASH,Pending Tasks,HST-006,Property Detail,review
HST-DASH-007,Host,DASH,Operational Alerts,HST-007,Create Property,review
HST-DASH-008,Host,DASH,Recent Activity,HST-008,Edit Property,review
HST-DASH-009,Host,DASH,Quick Actions,HST-009,Property Media,review
HST-PROP-001,Host,PROP,Create Property,HST-001,Host Entry,review
HST-PROP-002,Host,PROP,Edit Property,HST-002,Sign In,match
HST-PROP-003,Host,PROP,Property Profile,HST-003,Organization Setup,review
HST-PROP-004,Host,PROP,Property Amenities,HST-004,Host Workspace,review
HST-PROP-005,Host,PROP,Property Location,HST-005,Properties,review
HST-PROP-006,Host,PROP,Property Policies,HST-006,Property Detail,match
HST-PROP-007,Host,PROP,Property Status,HST-007,Create Property,match
HST-PROP-008,Host,PROP,Property Visibility,HST-008,Edit Property,match
HST-PROP-009,Host,PROP,Multi-Property Management,HST-009,Property Media,match
HST-PROP-010,Host,PROP,Property Images,HST-010,Amenities,review
HST-MGT-001,Host,MGT,Room Management,HST-001,Host Entry,review
HST-MGT-002,Host,MGT,Room Status,HST-002,Sign In,review
HST-MGT-003,Host,MGT,Floor Management,HST-003,Organization Setup,review
